substance_id,refrigerant_number,mol_id,target_output,blocker_type,blocker_reason,recommended_next_action,artifact_uri,notes
SUB096,R-152,mol_ahfmsndoycfeph-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB096,R-152,mol_ahfmsndoycfeph-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB004,R-152a,mol_npnpztnlovbdoc-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB004,R-152a,mol_npnpztnlovbdoc-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB075,R-160,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB099,R-161,mol_uhcbbwuqdavsms-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB099,R-161,mol_uhcbbwuqdavsms-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB026,R-170,mol_otmsdbzupauedd-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB026,R-170,mol_otmsdbzupauedd-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB127,R-20,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB046,R-21,mol_umnkxpulidjlsu-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB046,R-21,mol_umnkxpulidjlsu-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB093,R-216ca,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB053,R-218,mol_qysgyzvsczslht-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB053,R-218,mol_qysgyzvsczslht-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB037,R-22,mol_vopwnxzwbydodv-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB037,R-22,mol_vopwnxzwbydodv-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB018,R-227ea,mol_yfmfnykeudldtl-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB018,R-227ea,mol_yfmfnykeudldtl-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB073,R-22B1,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB015,R-23,mol_xpdwgbqvdmorpb-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB015,R-23,mol_xpdwgbqvdmorpb-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB019,R-236cb,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB020,R-236ea,mol_fyirupztypildh-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB020,R-236ea,mol_fyirupztypildh-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB021,R-236fa,mol_nsgxibwmjzwtpy-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB021,R-236fa,mol_nsgxibwmjzwtpy-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB022,R-245ca,mol_awtofsdlnreifs-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB022,R-245ca,mol_awtofsdlnreifs-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB109,R-245cb,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB023,R-245fa,mol_mssnhsvigihoja-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB023,R-245fa,mol_mssnhsvigihoja-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB005,R-290,mol_atuoywhbwrkthz-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB005,R-290,mol_atuoywhbwrkthz-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB047,R-30,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB048,R-31,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB001,R-32,mol_rwriwbaiicgttq-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB001,R-32,mol_rwriwbaiicgttq-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB024,R-365mfc,mol_wzlfpvprzgtckp-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB024,R-365mfc,mol_wzlfpvprzgtckp-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB049,R-40,mol_nehmkbqyuwjmip-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB049,R-40,mol_nehmkbqyuwjmip-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB016,R-41,mol_nbvxsuqywxrmnv-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB016,R-41,mol_nbvxsuqywxrmnv-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB025,R-43-10mee,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB050,R-50,mol_vnwktokethgbqd-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB050,R-50,mol_vnwktokethgbqd-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB027,R-600,mol_ijdnqmdrqiteod-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB027,R-600,mol_ijdnqmdrqiteod-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB006,R-600a,mol_nnppmtnajdcuhe-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB006,R-600a,mol_nnppmtnajdcuhe-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB055,R-601,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB028,R-601a,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB056,R-610,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB057,R-611,mol_tzihfwkzfhzasv-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB057,R-611,mol_tzihfwkzfhzasv-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB058,R-630,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB059,R-631,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB060,R-702,mol_ufhflcqgniynrp-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB060,R-702,mol_ufhflcqgniynrp-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB061,R-704,mol_swqjxjoglnczey-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB061,R-704,mol_swqjxjoglnczey-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB007,R-717,mol_qgzkdvfqnngyky-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB007,R-717,mol_qgzkdvfqnngyky-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB062,R-718,mol_xlyofnoqvpjjnp-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB062,R-718,mol_xlyofnoqvpjjnp-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB063,R-720,mol_gkaogpiiycishv-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB063,R-720,mol_gkaogpiiycishv-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB064,R-728,mol_ijgrmhoshxdmsa-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB064,R-728,mol_ijgrmhoshxdmsa-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB065,R-732,mol_mymofizgzyhomd-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB065,R-732,mol_mymofizgzyhomd-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB066,R-740,mol_xkrfyhlgvusroy-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB066,R-740,mol_xkrfyhlgvusroy-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB008,R-744,mol_curltugmzlyldi-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB008,R-744,mol_curltugmzlyldi-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB067,R-744A,mol_gqplmrytrlflpf-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB067,R-744A,mol_gqplmrytrlflpf-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB068,R-764,mol_rahzwnyvwxnfoc-uhfffaoysa-n,nbo_resp_charges,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB068,R-764,mol_rahzwnyvwxnfoc-uhfffaoysa-n,standard_enthalpy_of_formation,postprocessor_unavailable,NBO/RESP/formation-enthalpy postprocessor or reference scheme is not configured; do not fabricate derived charges or formation enthalpy,implement_and_verify_postprocessor_before_population,,phase-2 explicit blocker; no synthetic value emitted
SUB092,R-C316,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB054,R-C318,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB132,R-E125,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB072,R-E134,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB105,R-E143a,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB052,R-E170,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB133,R-E227ca1,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB134,R-E227ea1,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB118,R-E236ea2,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB098,R-E245ca1,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB103,R-E245cb2,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB097,R-E245fa2,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB104,R-E254cb2,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB130,R-E263fb2,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB101,R-E347mcc3,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
SUB110,R-E347mmy1,,phase2_quantum_compute,unmapped_governance_substance,no_seed_catalog_match,curate_governance_mapping,,phase-2 explicit blocker; no synthetic value emitted
