substance_id,refrigerant_number,requested_property_count,requested_properties,seed_id,mol_id,canonical_smiles,isomeric_smiles,mapping_status,mapping_reason,has_completed_xtb,has_completed_psi4_dft,xtb_request_id,dft_request_id,xtb_enqueue_status,dft_enqueue_status,dft_xyz_source_path,dft_blocking_issue
SUB106,FK-5-1-12,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB031,R-11,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r11,mol_cyrmsutzvyginf-uhfffaoysa-n,FC(Cl)(Cl)Cl,FC(Cl)(Cl)Cl,mapped,mapped_by_seed_catalog,1,1,qreq_451af86f453b04fb,qreq_01b949b86e878978,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_451af86f453b04fb/xtbopt.xyz,
SUB108,R-111,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB088,R-1112a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB083,R-1113,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB117,R-1114,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB112,R-112,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB125,R-1120,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB131,R-1123,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,tierc_candidate_r1123,mol_mizlgwkezapefj-uhfffaoysa-n,FC=C(F)F,FC=C(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_793c80431543b963,qreq_fabd961cfad18f7d,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_793c80431543b963/xtbopt.xyz,
SUB111,R-112a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB034,R-113,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r113,mol_ajdizqlsfpqpey-uhfffaoysa-n,FC(F)(Cl)C(F)(Cl)Cl,FC(F)(Cl)C(F)(Cl)Cl,mapped,mapped_by_seed_catalog,1,1,qreq_dabbbe00062d590c,qreq_1eaaafc4a4d4599a,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_dabbbe00062d590c/xtbopt.xyz,
SUB069,R-1130(E),10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB071,R-1132(E),10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB070,R-1132a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,tierc_candidate_r1132a,mol_bqcidusakpweox-uhfffaoysa-n,C=C(F)F,C=C(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_acfee86277c25738,qreq_b2a35047086c26a6,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_acfee86277c25738/xtbopt.xyz,
SUB128,R-113a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB035,R-114,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r114,mol_ddmousalmhhkos-uhfffaoysa-n,FC(F)(Cl)C(F)(F)Cl,FC(F)(Cl)C(F)(F)Cl,mapped,mapped_by_seed_catalog,1,1,qreq_85214fd0f9939535,qreq_6131be2b66ca2220,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_85214fd0f9939535/xtbopt.xyz,
SUB076,R-1140,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB100,R-1141,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB085,R-114B2,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB094,R-114a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,inventory_r114a,mol_bamuexipksrtbs-uhfffaoysa-n,FC(F)(F)C(F)(Cl)Cl,FC(F)(F)C(F)(Cl)Cl,mapped,mapped_by_seed_catalog,1,1,qreq_6e1ff27ce6594a76,qreq_11406c03c69cbb76,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_6e1ff27ce6594a76/xtbopt.xyz,
SUB036,R-115,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r115,mol_rfcauadvodfslz-uhfffaoysa-n,FC(F)(F)C(F)(F)Cl,FC(F)(F)C(F)(F)Cl,mapped,mapped_by_seed_catalog,1,1,qreq_68755da2689d9b0c,qreq_cadbbe78f7778e43,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_68755da2689d9b0c/xtbopt.xyz,
SUB030,R-1150,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_ethylene,mol_vggsqfucumxweo-uhfffaoysa-n,C=C,C=C,mapped,mapped_by_seed_catalog,1,1,qreq_76295c8587ab7ca3,qreq_8efc7fa4ee8ed5ac,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_76295c8587ab7ca3/xtbopt.xyz,
SUB051,R-116,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_r116,mol_wmiykqltonqjes-uhfffaoysa-n,FC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_3fb023cde47fba61,qreq_040758cd3cf4df3a,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_3fb023cde47fba61/xtbopt.xyz,
SUB032,R-12,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r12,mol_pxbrqckwgahehs-uhfffaoysa-n,FC(F)(Cl)Cl,FC(F)(Cl)Cl,mapped,mapped_by_seed_catalog,1,1,qreq_397c558e01398e9a,qreq_96193e583f161b06,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_397c558e01398e9a/xtbopt.xyz,
SUB107,R-120,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB115,R-121,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB102,R-1216,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB114,R-121a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB121,R-122,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB012,R-1224yd(Z),10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,tierc_candidate_1224ydz,,,,unmapped,no_molecule_core_match,0,0,,,unmapped,unmapped,,no_molecule_core_match
SUB122,R-122a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB120,R-122b,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB038,R-123,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r123,mol_ohmhbgpwchtmqe-uhfffaoysa-n,FC(F)(F)C(Cl)Cl,FC(F)(F)C(Cl)Cl,mapped,mapped_by_seed_catalog,1,1,qreq_9d4e941dbcba43dd,qreq_f24c52ee275ce8e2,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_9d4e941dbcba43dd/xtbopt.xyz,
SUB011,R-1233zd(E),10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r1233zde,mol_ldtmpqqawumpks-owojbtedsa-n,FC(F)(F)C=CCl,FC(F)(F)/C=C/Cl,mapped,mapped_by_seed_catalog,1,1,qreq_812f8780c08c6013,qreq_9c9369028e430aa1,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_812f8780c08c6013/xtbopt.xyz,
SUB009,R-1234yf,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r1234yf,mol_fxrlmcrcydhqfw-uhfffaoysa-n,C=C(F)C(F)(F)F,C=C(F)C(F)(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_3006c4a85e074cd4,qreq_582a974263866bbb,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_3006c4a85e074cd4/xtbopt.xyz,
SUB010,R-1234ze(E),10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r1234zee,mol_cdooaushhfgwsa-owojbtedsa-n,FC=CC(F)(F)F,F/C=C/C(F)(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_5716a6e5f61b2163,qreq_c8b970502c0bce4b,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_5716a6e5f61b2163/xtbopt.xyz,
SUB119,R-1234ze(Z),10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r1234zez,mol_cdooaushhfgwsa-uphrsurjsa-n,FC=CC(F)(F)F,F/C=C\C(F)(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_6a73f82efdc1e941,qreq_cf441aa6fdeb374b,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_6a73f82efdc1e941/xtbopt.xyz,
SUB095,R-123a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB039,R-124,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r124,mol_bougcjdaqlkbqh-uhfffaoysa-n,FC(Cl)C(F)(F)F,FC(Cl)C(F)(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_4ee26b6711da2d43,qreq_16d842d117c98231,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_4ee26b6711da2d43/xtbopt.xyz,
SUB135,R-1243zf,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,seed_r1243zf,mol_fdmfuzhcirhgrg-uhfffaoysa-n,C=CC(F)(F)F,C=CC(F)(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_23819a123f66e55b,qreq_75c3c30e9533cc9d,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_23819a123f66e55b/xtbopt.xyz,
SUB079,R-124a,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
SUB002,R-125,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r125,mol_gtlacdsxyulkmz-uhfffaoysa-n,FC(F)C(F)(F)F,FC(F)C(F)(F)F,mapped,mapped_by_seed_catalog,1,1,qreq_b1b84ff6c1ce26fd,qreq_4813ae80d476e108,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_b1b84ff6c1ce26fd/xtbopt.xyz,
SUB029,R-1270,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,anchor_r1270,mol_qqonpfptgqhpma-uhfffaoysa-n,C=CC,C=CC,mapped,mapped_by_seed_catalog,1,1,qreq_f0a0c8d3203f302e,qreq_3523c7f6c9a2f92e,already_completed,already_completed,/home/ifs1/myDB/R-PhysGen-DB/data/raw/manual/quantum_pilot_artifacts/qreq_f0a0c8d3203f302e/xtbopt.xyz,
SUB043,R-12B1,10,dft_homo_energy;dft_lumo_energy;dft_homo_lumo_gap;dft_dipole_moment;dft_polarizability;zero_point_energy;ir_vibrational_frequencies;partial_charges_NBO_or_RESP;standard_enthalpy_of_formation;multi_conformer_relative_energies,,,,,unmapped,no_seed_catalog_match,0,0,,,unmapped,unmapped,,no_seed_catalog_match
